sourceQuery,searchRank,storyKey,storyId,title,text,author,score,createdAt,url,hnUrl,commentCount,collectedCommentCount
AI code security privacy,14,hn_36326525,36326525,Launch HN: Credal.ai (YC W23) – Data Safety for Enterprise AI,"Hi Hacker News! We’re Ravin and Jack, the founders of Credal.ai (<a href=""https:&#x2F;&#x2F;www.credal.ai&#x2F;"">https:&#x2F;&#x2F;www.credal.ai&#x2F;</a>). We provide a Chat UI and APIs that enforce PII redaction, audit logging, and data access controls for companies that want to use LLMs with their corporate data from Google Docs, Slack, or Confluence. There’s a demo video here: <a href=""https:&#x2F;&#x2F;www.loom.com&#x2F;share&#x2F;2b5409fd64464dc9b5b6277f2be4e90f?sid=7a728d97-58ac-4355-9c87-75eaf12b0775"" rel=""nofollow noreferrer"">https:&#x2F;&#x2F;www.loom.com&#x2F;share&#x2F;2b5409fd64464dc9b5b6277f2be4e90f?...</a>.<p>One big thing enterprises and businesses are worried about with LLMs is “what’s happening to my data”? The way we see it, there are three big security and privacy barriers companies need to solve:<p>1. Controlling what data goes to whom: the basic stuff is just putting controls in place around customer and employee PII, but it can get trickier when you also want to be putting controls in place around business secrets, so companies can ensure the Coca Cola recipe doesn’t accidentally leave the company.<p>2. Visibility: Enterprise IT wants to know exactly what data was shared by whom, when, at what time, and what the model responded with (not to mention how much the request cost!). Each provider gives you a piece of the puzzle in their dashboard, but getting all this visibility per request from either of the main providers currently requires writing code yourself.<p>3. Access Controls: Enterprises have lots of documents that for whatever reason cannot be shared internally to everyone. So how do I make sure employees can use AI with this stuff, without compromising the sensitivity of the data?<p>Typically this pain is something that is felt most acutely by Enterprise IT, but also of course by the developers and business people who get told not to build the great stuff they can envision.
We think it’s critical to solve these issues since the more visibility and control we can give Enterprise IT about how data is used, the more we can actually build on top of these APIs and start applying some of the awesome capabilities of the foundation models across every business problem.<p>You can easily grab data from sources like Google Docs via their APIs, but for production use cases, you have to respect the permissions on each Google Doc, Confluence Page, Slack channel etc. This gets tricky when these systems combine some permissions defined totally inside their product, with permissions that are inherited from the company’s SSO provider (often Okta or Azure AD). Respecting all these permissions becomes both hard and vital as the number of employees and tools accessing the data grows.<p>The current state of the art is to use a vector database like Pinecone, Milvus, or Chroma, integrate your internal data with those systems, and then when a user asks a question, dynamically figure out which bits are relevant to the user’s question and send those to the AI as part of the prompt. We handle all this automatically for you (using Milvus for now, which we host ourselves), including the point and click connectors for your data (Google Docs&#x2F;Sheets, Slack, Confluence with many more coming soon). You can use that data through our UI already and we’re in the process of adding this search functionality to the API as well.<p>There’s other schlep work that devs would rather not worry about: building out request level audit logs, staying on top of the rapidly changing API formats from these providers, implementing failover for when these heavily overburdened APIs go down etc,  We think  individual devs should not have to do these themselves, but the foundation model providers are unlikely to provide consistent, customer centric approaches for them. The PII detection piece in some ways is the easiest - there are a lot of good open source models for doing this, and companies using Azure OpenAI and AWS Bedrock seem less concerned with it anyway. We expect that the emphasis companies place on the redactions we provide may actually go down over time, while the emphasis on unified, consistent audit logging and data access controls will increase.<p>Right now we have three plans: a free tier (which is admittedly very limited but intended to give you a feel for the product), the business plan which starts at $500pm which gets you access to the data integration as well as the most powerful models like GPT 4 32k, Anthropic 100k etc, and an enterprise plan which starts at $5000pm, which is a scaled up version of the business tier and lets you go on-prem (more details on each plan are on the website). You can try the free tier self-serve, but we haven’t yet built out fully self service onboarding for the paid plans so for now it is a “book a meeting” button, apologies! (But it only takes 5 minutes and if you want it, we can fully onboard you in the meeting itself).<p>When Jack and I started Credal, we actually set out to solve a different problem: an ‘AI Chief of Staff’ that could read your documents and task trackers, and guide your strategic decision making. We knew that data security was going to be a critical problem for enterprises. Jack and I were both deep in the Enterprise Data Security + AI space before Credal, so we naturally took a security first approach to building out our AI Chief of Staff. But in reality, when we started showing the product to customers, we learned pretty fast that the ‘Chief of Staff’ features were at best nice to have, and the security features were what they were actually excited by. So we stripped the product back to basics, and built out the thing our customers actually needed. Since then we’ve signed a bunch of customers and thousands of users, which has been really exciting.<p>Now that our product is concretely helping a bunch of people at work, is SOC 2 T1 Compliant, and is ready for anyone to just walk up and use, we’re super excited to share it with the Hacker News community, which Jack and I have been avid readers of for a decade now. It’s still a very early product (the private beta opened in March), but we can’t wait to get your feedback and see how we can make it even better!",r_thambapillai,114,2023-06-14,,https://news.ycombinator.com/item?id=36326525,24,10
AI code security privacy,15,hn_37238648,37238648,Show HN: Gentrace – evaluation and observability for generative AI,"Hi HN,<p>Gentrace is our new evaluation and observability tool for generative AI (open beta).<p>Generative pipelines are hard to evaluate because outputs are subjective. Lots of developers end up just doing “gut checks” on a few inputs before shipping changes, or they build up a spreadsheet of test cases that they manually run through the pipeline. Some companies outsource filling out the spreadsheet. However, in any of these cases, you end up with a very slow and expensive process for evaluation.<p>At one point, we did this too. Gentrace is the result of a pivot; it was an internal tool we used to automatically grade new PRs as developers shipped changes to generative pipelines that other people thought might be useful.<p>Gentrace makes pre-production testing of generative pipelines continuous and nearly instantaneous. In Gentrace, you:<p>- Import and&#x2F;or construct suites of test data
- Use a combination of AI and heuristic evaluators to grade for quality, hallucination, safety, etc
- Use our interface to correct automated grades or add your own (yourself or a member of your team)<p>Gentrace integrates at a code level for evaluation, meaning we test your generative AI pipeline the way you would test normal code. This allows you to test more than just prompt changes; for example, you can compare models (eg Claude 2 vs GPT-4 vs GPT 3.5 vs Llama 2) or see the effects of additional chained steps (”Rewrite the previous answer in the following tone:”).<p>Here’s a video overview that goes into a bit more detail: <a href=""https:&#x2F;&#x2F;youtu.be&#x2F;XxgDPSrTWIw"" rel=""nofollow noreferrer"">https:&#x2F;&#x2F;youtu.be&#x2F;XxgDPSrTWIw</a><p>In production, Gentrace observes for speed, cost, and data flow. It also shows real user feedback as well. We do this by integrating via our SDK at a code level; Gentrace does not proxy requests.<p>Soon, we’ll allow you to convert production data into test cases, allowing customer support to turn bad production generations into “failing tests” for AI teams to make pass.<p>We process interim steps and multiple outputs as well, helping evaluate agent flows &#x2F; chains where the “last output” isn’t always the only thing that matters.<p>There’s been a lot of observability tools published recently. We differ from those by focusing more strongly on blending observability with strong evaluation and by using an SDK rather than a “man-in-the-middle” approach to capturing data (ie Gentrace can be down and your request to OpenAI will still succeed).<p>Within the evaluation landscape, we differentiate by integrating with code (see above for benefits) for capturing generative outputs and by providing a customizable UI workflow for building evaluators. In Gentrace, you start with off-the-shelf automated evaluators and then customize them to your specific task. You also build and run new evaluators on old generative outputs. Finally, you easily override automated evaluators and&#x2F;or blend automated evaluation with evaluation by humans on your team.<p>We also focus on being suitable for business use. We are SOC 2 Type 1 compliant (Type 2 coming shortly), have robust legal documentation around data processing, security, and privacy, and have already passed several vendor legal and security reviews at large technology companies.<p>Our standard usage-based pricing is available on the website: <a href=""https:&#x2F;&#x2F;gentrace.ai&#x2F;pricing"" rel=""nofollow noreferrer"">https:&#x2F;&#x2F;gentrace.ai&#x2F;pricing</a><p>If you are building features with generative AI, we would love to get your feedback. You can self-serve sign up (without a credit card) for a 14 day trial here: <a href=""https:&#x2F;&#x2F;gentrace.ai&#x2F;"" rel=""nofollow noreferrer"">https:&#x2F;&#x2F;gentrace.ai&#x2F;</a><p>We’re available right here for feedback and questions. We’re also available at support@gentrace.ai.<p>Best,
Doug, Vivek, and Daniel",dsaffy,67,2023-08-23,https://gentrace.ai,https://news.ycombinator.com/item?id=37238648,2,1
AI code security privacy,16,hn_37065734,37065734,Show HN: Rift – Open-source AI-native language server for your personal AI SWE,"Howdy y&#x27;all, I&#x27;m Jesse and I&#x27;m pleased to share Rift (<a href=""https:&#x2F;&#x2F;www.github.com&#x2F;morph-labs&#x2F;rift"">https:&#x2F;&#x2F;www.github.com&#x2F;morph-labs&#x2F;rift</a>), an open-source AI-native language server for the IDEs of the future. Software will soon be written mostly by AI SWEs working alongside humans. Codebases and the development environments around them will soon become living artifacts that can anticipate, maintain context on, and execute your every intention. Software development is rapidly evolving and key infrastructure like language servers must evolve with it to support a new generation of developer tools.<p>As part of Rift, we&#x27;re releasing an open-source VSCode extension which shows what is possible today with a language server that can mediate between LLMs and IDEs, and which takes a first step towards a future where you can build and iterate on entire projects with only natural language gestures.<p>Today, with Rift, you can do all of the following without ever leaving VSCode or copy-pasting from a browser chat window:<p>- Generate an entire workspace, or a module based on other parts of your codebase
- Conversationally iterate on code edits over selected regions which are streamed directly into your editor window
- Request, review, and iterate on codebase-wide, multi-file edits<p>Everything runs as an agent through Rift&#x27;s Agents API. You can define your own agents that can interact directly with your IDE and codebase through the language server, and can run arbitrary Python code that can do things like:<p>- provide a conversational UI over the git CLI (e.g. &#x27;suggest fixes for these merge conflicts, then rebase over myBranch&#x27;)
- real-time automatic docstring generation triggered by saving a file or making a git commit
- run tools like typecheckers and static analyzers in the background and implement fixes based on their output
- automated code review in your IDE with context from GitHub<p>We&#x27;re proud to integrate with open-source projects like Smol Developer (<a href=""https:&#x2F;&#x2F;www.github.com&#x2F;smol-ai&#x2F;developer"">https:&#x2F;&#x2F;www.github.com&#x2F;smol-ai&#x2F;developer</a>), GPT Engineer (<a href=""https:&#x2F;&#x2F;www.github.com&#x2F;antonosika&#x2F;gpt-engineer"">https:&#x2F;&#x2F;www.github.com&#x2F;antonosika&#x2F;gpt-engineer</a>), and Aider (<a href=""https:&#x2F;&#x2F;www.github.com&#x2F;paul-gauthier&#x2F;aider"">https:&#x2F;&#x2F;www.github.com&#x2F;paul-gauthier&#x2F;aider</a>).<p>Language servers are ubiquitous and see every action you take in an IDE. Rift will soon support recording training data from your interactions so that you can work with a team of truly personalized AI software engineers.<p>At Morph Labs (<a href=""https:&#x2F;&#x2F;morph.so"" rel=""nofollow noreferrer"">https:&#x2F;&#x2F;morph.so</a>), we believe that the future of software development should be transparent, open-source, and defined collectively by the developer community. The Rift language server and extension will continue to be open-source, extensible, and privacy&#x2F;security aware with opt-in telemetry and first-class support for custom endpoints and on-device models — no closed source language server binaries, no API calls to mysterious proxy servers.<p>We would love for you to try out Rift and give us feedback! Please let us know what you think in the comments.",jessemhan,17,2023-08-09,https://github.com/morph-labs/rift,https://news.ycombinator.com/item?id=37065734,5,4
AI code security privacy,17,hn_39057633,39057633,Disallow Public Code with GitHub Copilot,"I&#x27;m helping my company evaluate whether we should purchase a Github Copilot license for all of our developers.<p>I see that Github has a feature where you can disallow public code from suggestions.<p>I&#x27;m curious to hear - do any of use Copilot with this feature turned on?  Does it result in worse suggestions from Copilot?  How much worse?<p>From their FAQ, it explains a bit about how this feature works: What is stopping someone using another AI tool similar to copilot that may have serious security, privacy concerns.",painter842,3,2024-01-19,,https://news.ycombinator.com/item?id=39057633,0,0
AI code security privacy,18,hn_47032993,47032993,Show HN: Claude Remote – control Claude Code on your Mac from your phone,"Hi HN,
I’m a full-stack developer and I built a small tool that I now use every day.<p>Claude Code from Anthropic is a very capable AI coding assistant, but it only runs locally on your computer. That means if you’re away from your desk — commuting, walking, or just on the couch — you can’t easily give it tasks.
I wanted a simple way to send commands to Claude Code running on my home Mac from anywhere.
So I built Claude Remote — a free, open-source app that lets you control Claude Code through a browser.<p>How it works
Install a lightweight macOS app (menu bar app, ~5 MB, Apple Silicon).
Open a web chat from your phone or any device.
Send a task — Claude Code executes it locally on your Mac and returns the result.
The Mac app acts as a bridge between the browser and Claude Code. All execution happens locally on your machine.<p>What I use it for
Fixing bugs or generating small features in side projects
Creating or editing landing pages
Checking or organizing files
Running scripts
Opening websites in Chrome and interacting with them
Summarizing or generating content
Preparing quick reports
Claude Code can control Chrome (open pages, read content, fill forms, take screenshots), so you can automate simple browser tasks remotely.
Responses are returned as formatted markdown. I also added optional text-to-speech playback, which makes it usable while driving.
Privacy &amp; security
Open source (GitHub link below)
No subscriptions
Firebase Auth (each user only sees their own sessions)
All AI execution happens on your machine
This is currently macOS (Apple Silicon) only.<p>I’d really appreciate feedback — especially on security, architecture, and potential edge cases.<p>Website: <a href=""https:&#x2F;&#x2F;clauderemote.web.app"" rel=""nofollow"">https:&#x2F;&#x2F;clauderemote.web.app</a><p>GitHub: <a href=""https:&#x2F;&#x2F;github.com&#x2F;ChilinAI&#x2F;claude-remote"" rel=""nofollow"">https:&#x2F;&#x2F;github.com&#x2F;ChilinAI&#x2F;claude-remote</a><p>Thanks!",ChilinAI,2,2026-02-16,,https://news.ycombinator.com/item?id=47032993,1,1
AI code security privacy,19,hn_45796929,45796929,Show HN: SynapseAudit – VS Code security scanner with local analysis,"We&#x27;re launching SynapseAudit, an AI-powered security analysis tool built into VS Code. We built this to fix slow, paid, and privacy-violating cloud scanners that demand your source code.<p>The Problem Solved: Code Privacy &amp; Speed<p>Our proprietary Synapse Cortex Engine performs all deep vulnerability analysis entirely on your device.<p><pre><code>    Zero Code Leakage: Your code never leaves your machine. The scanner is 100% local and offline by default.

    Instant Feedback: Analysis is near-instant, unlike cloud SAST tools.
</code></pre>
We check for 50+ vulnerabilities (SQL injection, XSS, etc.) across JS, Python, Java, and more, providing real-time feedback and severity levels in your editor.<p>Technical Details (BYOAI)<p>For advanced suggestions and auto test case generation, we added Bring Your Own AI (BYOAI). This allows you to:<p><pre><code>    Connect your own API key (e.g., Google Gemini, GPT-4) for cost&#x2F;data control.

    Connect to local LLMs like Ollama.
</code></pre>
This makes the AI features optional, cost-controlled, and privacy-respecting.<p>Key Features:<p><pre><code>    Local-First Scanning via Synapse Cortex Engine.

    One-Click Fixes.

    Auto Test Cases generation.

    GitHub Integration.
</code></pre>
We&#x27;re here all day to answer technical questions and get feedback on the Synapse Cortex Engine&#x27;s accuracy.",chiragnahata,2,2025-11-03,https://synapseaudit.digidenone.tech/,https://news.ycombinator.com/item?id=45796929,0,0
AI code security privacy,20,hn_46990146,46990146,Show HN: Tako AI – Agent for Okta With Natural language (zero hallucination),"Hi HN,<p>Every week I watched Okta admins burn hours answering ad-hoc questions from security teams: &quot;Who has access to Salesforce?&quot;, &quot;Find all contractors with GitHub access who haven&#x27;t used MFA in 30 days.&quot; The answers always involved the same painful loop: dig through a slow web console, chain API calls, correlate CSVs, write throwaway Python scripts. Repeat next week.<p>I spent 12 months building Tako AI to fix this. You ask a question in plain English, it returns verified data.<p>GitHub: <a href=""https:&#x2F;&#x2F;github.com&#x2F;fctr-id&#x2F;okta-ai-agent"" rel=""nofollow"">https:&#x2F;&#x2F;github.com&#x2F;fctr-id&#x2F;okta-ai-agent</a><p>THE ONE RULE: Zero hallucinations.<p>In identity and access management, a wrong answer is worse than no answer. If an AI tells your CISO a contractor doesn&#x27;t have admin access when they actually do, that&#x27;s a security incident. Tako never &quot;predicts&quot; an answer. It writes the code to find the answer, executes it, and returns the raw result. Ask the same question twice, you get the same data.<p>THE HARDEST PROBLEM: Scaling to 107+ API endpoints<p>Most AI agents break down past 10-20 tools. They hallucinate parameters, call wrong endpoints, invent fields that don&#x27;t exist. We went through five architecture rewrites over 12 months.<p>Each iteration: new LLM drops (GPT-4, Claude 3.5), we rebuild the agent, hit context limits, watch it snowball into gibberish. The breakthrough wasn&#x27;t bigger context windows — it was precise context engineering. Instead of cramming 107 endpoint definitions into a prompt, the agent dynamically discovers the right spec for the task at hand. It reads a custom JSON API documentation file for the specific endpoint it needs, constructs validated requests, executes them. No hardcoded tools per endpoint. We&#x27;re adding full CRUD operations next.<p>HOW IT WORKS:<p>Multi-agent architecture based on ReAct (Reasoning + Acting). Each agent has a narrow job:<p>• Router: analyzes your question, decides local cache vs live API
• SQL Agent: queries local SQLite cache for bulk data (10k users in milliseconds vs minutes via API)
• API Agent: handles live Okta calls
• Synthesis Agent: merges everything into final verified report<p>The API Agent has a self-healing loop that surprised us. When generated code fails — wrong parameter name, rate limit hit, API schema changed — it traps the stack trace, feeds the error back to the LLM with context, and rewrites the code. We&#x27;ve seen it recover from Okta API changes we didn&#x27;t even know happened yet.<p>PRIVACY &amp; SECURITY:<p>Runs 100% locally in Docker. You bring your own LLM keys (OpenAI, Anthropic, Gemini, or Ollama for fully offline). Your employee PII never leaves your machine.<p>READ-ONLY by design. All generated Python and API code runs in a sandboxed environment. Every execution is automatically verified against security patterns before running — code is logged and available for audit, but you don&#x27;t manually approve each query.<p>WHAT&#x27;S NEXT:<p>We see this as a platform, not just an Okta tool. The pattern (local cache + live ReAct agent + self-healing code execution) generalizes to any SaaS API. Google Workspace, Slack, Workday — same architecture, different spec files. Working on write operations with human-in-the-loop approval next.<p>What would you want AI agents to actually do for you in 2026? Where do you see this tech going beyond chatbots?<p>—Dan",danFctr,1,2026-02-12,https://github.com/fctr-id/okta-ai-agent,https://news.ycombinator.com/item?id=46990146,0,0
AI software developer productivity,6,hn_35958304,35958304,How generative AI is affecting the software developers life,,manjotpahwa,4,2023-05-16,https://github.blog/2023-05-09-how-companies-are-boosting-productivity-with-generative-ai/,https://news.ycombinator.com/item?id=35958304,2,2
AI software developer productivity,7,hn_41329263,41329263,Show HN: Lcdp.ai v0.29.0 – An AI-powered low-code platform for rapid development,"Show HN: LCDP.ai v0.29.0 - An AI-powered low-code platform for rapid development<p>Hello HN community,<p>We&#x27;re excited to share the latest version of LCDP.ai, our open-source, AI-enhanced low-code development platform. With v0.29.0, we&#x27;ve made significant strides in improving developer productivity and application performance.<p>Key features:<p>1. Ant Design 5 integration: Modernized UI components for a sleeker, more responsive interface.
2. Enhanced data visualization: New line and table charts, plus improved dashboard widgets.
3. Claude.ai API support: Leverage advanced AI capabilities in your applications.
4. Performance optimizations: Improved async task handling for better scalability.
5. Arm64 architecture support: Run on Apple Silicon and other ARM-based systems efficiently.<p>We&#x27;ve also added features like custom ordering for subtables, comments on domain class fields, and anonymous invocations for dynamic services. These additions aim to provide developers with more flexibility and control over their projects.<p>Our goal with LCDP.ai is to bridge the gap between traditional coding and no-code platforms, offering a middle ground that combines the best of both worlds. We believe that by providing powerful low-code tools enhanced by AI, we can significantly reduce development time without sacrificing customization or scalability.<p>We&#x27;d love to hear your thoughts, feedback, or questions about LCDP.ai. Have you used low-code platforms before? What has been your experience? How do you see AI integration changing the landscape of software development?<p>Try it out: <a href=""https:&#x2F;&#x2F;lcdp.ai"" rel=""nofollow"">https:&#x2F;&#x2F;lcdp.ai</a>
Documentation: <a href=""https:&#x2F;&#x2F;docs.lcdp.ai"" rel=""nofollow"">https:&#x2F;&#x2F;docs.lcdp.ai</a><p>Thank you for your time and interest!",xqliu,2,2024-08-23,https://lcdp.ai/blog/introducing-lcdp-ai-v0-29-0-elevating-low-code-development-with-ai-power,https://news.ycombinator.com/item?id=41329263,0,0
AI software developer productivity,9,hn_46094221,46094221,Ask HN: How can we measure AI's impact on global developer productivity?,"I’m curious whether there’s a meaningful way to quantify how much AI tools (ChatGPT, Claude, Copilot, etc.) are affecting software development productivity worldwide.<p>Obviously, metrics like “number of repos created,” “number of commits,” or “lines of code changed” are not quality indicators — but could they still reveal directional trends? For example:<p>Are new repos being created at a faster rate than previous years?<p>Are commits per developer increasing?<p>Is the total volume of code changes growing noticeably on platforms like GitHub or GitLab?<p>Has anyone seen research, datasets, or attempts to measure this kind of global shift? Are there better proxies for AI-driven productivity gains (or losses) in software engineering?",obilgic,2,2025-11-30,,https://news.ycombinator.com/item?id=46094221,2,2
AI software developer productivity,10,hn_38710600,38710600,Show HN: Quack Companion – VSCode extension for OSS contribution assistance,"Hello there, I&#x27;m FG (short for François-Guillaume)! I’m building Quack Companion (<a href=""https:&#x2F;&#x2F;github.com&#x2F;quack-ai&#x2F;companion"">https:&#x2F;&#x2F;github.com&#x2F;quack-ai&#x2F;companion</a>), a tool designed to bridge the gap between project maintainers and contributors in open-source software (OSS).<p>If you&#x27;ve ever contributed to OSS, you&#x27;re familiar with the challenge: diving into a new codebase, aligning with maintainers&#x27; expectations, and making meaningful contributions can be daunting. For maintainers, managing a flood of contributions and providing guidance while maintaining quality is overwhelming. As a contributor to PyTorch &amp; an OSS author, I’ve been on both sides over the years. This challenged me to become a better engineer &amp; team player, seeking ways to facilitate smooth collaborative software development.<p>This is where Quack steps in, as your AI companion for software team alignment. For developers, it&#x27;s like having a seasoned mentor guiding you through the intricacies of a new codebase, offering live in-line hints based on the project’s guidelines to craft high-quality pull requests. For maintainers, it’s a practical toolset to identify and address workflow inefficiencies and align contributions effectively with project objectives.<p>As code generation gets commoditized, aligning these diverse efforts becomes critical if you wish to convert individual productivity boosts into team velocity. Quack AI is here to solve this alignment, and make collaborative software development scale without losing any efficiency.<p>We&#x27;re committed to keeping the service accessible and free for OSS communities while we plan to generate revenue from the enterprise suite. The platform (React, Next JS), the IDE extension (VSCode) and the backend API (Python, FastAPI) are licensed under Apache 2.0. You can find a short demo here [1] and the GitHub project here [2].<p>Our roadmap includes:<p>* offering autocompletion and code chat in the IDE, making the contribution process even more intuitive and seamless;<p>* finalizing the transition of the community version to hostable OSS models;<p>* identifying ambiguities or unspecified aspects of a given project’s guidelines;<p>* developing a Fitbit-like feature for your software development productivity to identify bottlenecks in your workflow.<p>This is still the early days, but we&#x27;ve seen how sharing a &quot;public design doc&quot; with the community can significantly improve the outcome! How was your experience of managing inbound as maintainers? What were your personal hacks to mitigate those challenges? We&#x27;d love to hear about how it has impacted your developer life or if you have any feedback about the above.<p>Cheers!<p>[1] Demo video: <a href=""https:&#x2F;&#x2F;dub.sh&#x2F;quack-demo"" rel=""nofollow noreferrer"">https:&#x2F;&#x2F;dub.sh&#x2F;quack-demo</a><p>[2] Open Source repo: <a href=""https:&#x2F;&#x2F;github.com&#x2F;quack-ai&#x2F;companion"">https:&#x2F;&#x2F;github.com&#x2F;quack-ai&#x2F;companion</a><p>Our documentation: <a href=""https:&#x2F;&#x2F;docs.quackai.com&#x2F;"">https:&#x2F;&#x2F;docs.quackai.com&#x2F;</a>",fgfm,49,2023-12-20,https://github.com/quack-ai/companion,https://news.ycombinator.com/item?id=38710600,11,4
AI software developer productivity,11,hn_45722635,45722635,"Show HN: Erdos – open-source, AI data science IDE","Hey HN! We’re Jorge and Will from Lotas (<a href=""https:&#x2F;&#x2F;www.lotas.ai&#x2F;"">https:&#x2F;&#x2F;www.lotas.ai&#x2F;</a>), and we’ve built Erdos, a secure AI-powered data science IDE that’s fully open source (<a href=""https:&#x2F;&#x2F;www.lotas.ai&#x2F;erdos"">https:&#x2F;&#x2F;www.lotas.ai&#x2F;erdos</a>).<p>A few months ago, we shared Rao, an AI coding assistant for RStudio (<a href=""https:&#x2F;&#x2F;news.ycombinator.com&#x2F;item?id=44638510"">https:&#x2F;&#x2F;news.ycombinator.com&#x2F;item?id=44638510</a>). We built Rao to bring the Cursor-like experience to RStudio users. Now we want to take the next step and deliver a tool for the entire data science community that handles Python, R, SQL, and Julia workflows.<p>Erdos is a fork of VS Code designed for data science. It includes:<p>- An AI that can search, read, and write across all file types for Python, R, SQL, and Julia. Also, for Jupyter notebooks, we’ve optimized a jupytext system to allow the AI to make faster edits.<p>- Built-in Python, R, and Julia consoles accessible to both the user and AI<p>- Plot pane that tracks and organizes plots by file and time<p>- Database pane for connecting to and manipulating SQL or FTP data sources<p>- Environment pane for viewing variables, packages, and environments<p>- Help pane for Python, R, and Julia documentation<p>- Remote development via SSH or containers<p>- AI assistant available through a single-click sign-in to our zero data retention backend, bring your own key, or a local model<p>- Open source AGPLv3 license<p>We built Erdos because data scientists are often second-class citizens in modern IDEs. Tools like VS Code, Cursor, and Claude Code are made for software developers, not for people working across Jupyter notebooks, scripts, and SQL. We wanted an IDE that feels native to data scientists, while offering the same AI productivity boosts.<p>You can try Erdos at <a href=""https:&#x2F;&#x2F;www.lotas.ai&#x2F;erdos"">https:&#x2F;&#x2F;www.lotas.ai&#x2F;erdos</a>, check out our source code on our GitHub (<a href=""https:&#x2F;&#x2F;github.com&#x2F;lotas-ai&#x2F;erdos"" rel=""nofollow"">https:&#x2F;&#x2F;github.com&#x2F;lotas-ai&#x2F;erdos</a>), and let us know what features would make it more useful for your work. We’d love your feedback below!",jorgeoguerra,86,2025-10-27,https://www.lotas.ai/erdos,https://news.ycombinator.com/item?id=45722635,33,14
AI software developer productivity,12,hn_43068027,43068027,Ask HN: I'm a software developer with 3 years of runway. What do I build?,"I quit my job 6 months ago because my family of four travels a lot and bosses couldn&#x27;t handle me working async (although I delivered very well).<p>I&#x27;m also kind of tired of working for someone else. I did SEO for 10 years very profitably and it was a dream life.<p>I was going to take at least one year off to take care of my health and my little one (she&#x27;s 3) but as my wife correctly pointed out, I go crazy when I don&#x27;t do something that exercises my brain.<p>Lost 30 pounds, and been doing a lot of hiking, sports, salsa, which is great, but it&#x27;s not enough. Finally I understand why rich people seldom retire.<p>I&#x27;m reasonably productive (big fan of Cal Newport, Deep Work, Slow Productivity).<p>The dream is to have a profitable SaaS but it&#x27;s been overwhelming to see the amount of stuff out there.<p>My strengths are FE and I can handle design and marketing reasonably okay. Don&#x27;t want to brag but likely 90 or 95% top talent doing FE , based on the CTOs and investors we used to work with. I was Eng Manager at some point but hated the endless meetings.<p>I&#x27;m also over the fence with everything related to AI (I think it&#x27;s powerful, but it&#x27;s a double-edged sword to build in such a competitive industry that I don&#x27;t find that enticing and I am not too knowledgeable of).<p>What would you do in my position if you had 3 years of runway?<p>That&#x27;s if we continue spending as we are now (very comfortable living), but it could be extended to 4-5 years if we decide to live a bit on a tighter budget, provided I find a mission on what to build or do.<p>I know myself, and by the time I only have 1 year of runway I&#x27;m going to start stressing out. So I have some time.<p>---<p>EDIT: My ideas so far.<p>1) Try a few micro SaaS ideas. Fail a lot and figure it out. FAFO.<p>2) Grow my socials so I have a bigger network. It&#x27;s going well but I&#x27;m just not a big fan of all the shallow work.<p>3) Try one or two BIG SaaS ideas. Slow and steady, focus on quality. Very enjoyable but the risk of failing miserably haunts me.<p>4) Work on open source projects. I have a few that I started and have a tiny bit of traction. If nothing can be done for profit, use it as leverage to find a great job in the future and learn a ton",yuanhao,3,2025-02-16,,https://news.ycombinator.com/item?id=43068027,8,4
AI software developer productivity,13,hn_47137164,47137164,Let Developers Cook,,turnwrighthere,3,2026-02-24,https://jaylol.com/2026/02/23/ai-and-software-engineering-productivity/,https://news.ycombinator.com/item?id=47137164,0,0
AI software developer productivity,14,hn_39853123,39853123,Ask HN: Biggest misconceptions about using generative AI in programming?,"You can’t throw a broken slipstick without reading another article about the ways software engineers use (or should use) generative AI to write their applications. Most of them promise better developer productivity. And plenty of people are adopting it: according to a StackOverflow 2023 developer survey, 70% of developers are using or are planning to use AI tools in their development process.<p>But “Yeah, let’s jump on board!” doesn’t mean that every developer should dive right in, or do it in the same way. Despite its value, generative AI isn’t ideal in all situations – particularly when programmers make wrong assumptions about its use. So I’m writing a blog post that aims to debunk the mistaken beliefs so that you can use generative AI the right way.<p>So:<p>* What is the biggest misconception you have encountered regarding using generative AI to improve programming productivity?<p>* What&#x27;s the issue with it? Why is it a problem, and (if appropriate) what should the right path be?",ohjeez,2,2024-03-28,,https://news.ycombinator.com/item?id=39853123,2,2
